Sulfur Dioxide (ppb),1.00656319701308,0.998902765330288,1.01428237536833
Nitrogen Dioxide (NO2) (ppb),1.00495136176675,1.00005942835775,1.00986722476613
PM2.5 (Micrograms/m^3),0.996086891003637,0.977426771718443,1.01510325186294
Ozone (ppb),1.0144512918495672,1.0044786717233773,1.0245229216959042
Carbon Monoxide (ppm),0.846926314813892,0.620676536026596,1.15564894287144
Winter Precipitation (Inches),1.00838705423536,0.995254720329156,1.02169266859963
Non-Winter Precipitation (Inches),1.00436510190543,0.997506969502369,1.01127038583876
Non-Winter Snow (Inches),1.00108411259368,0.994505089285111,1.0077066586033
Winter Snow (Inches),0.997518186269487,0.99308704217796,1.00196910208003
Latitude,1.1101775902731,1.04616389181493,1.1781082214627
Winter Daily Average Temp (F),0.961013617981849,0.907585849648439,1.01758657244855
DNI (kWh/m^2/day),0.581123893928947,0.3699492062822,0.912841477587973
Summer Daily Average Temp (F),0.947255449401557,0.890120440106791,1.00805783800818
GHI (kWh/m^2/day),3.84776733035626,1.3160078133205,11.2501713733756
Annual Daily Low Temp (F),0.709577266717947,0.293828691916472,1.71358315676688
Elevation (km),1.15434636777983,0.991096536054195,1.34448612050604
Daily High Minus Low Temp (F),0.688350056515596,0.328867735093574,1.44077922442043
Annual Daily High Temp (F),1.55002193452494,0.611406109527653,3.92957800072451
Annual Daily Average Temp (F),1.0098131132751,0.351119239832864,2.90420577416309
(Intercept),1.36794322488078e-06,1.12753601524374e-08,0.00016596087763039
Medicaid,1.21046055958406,1.14488914988054,1.27978745056798
Commercial Insurance,0.991953924318446,0.976944847025965,1.00719359026888
Medicare Advantage,0.989902221123928,0.971205721655494,1.00895864340231
No Insurance,2.0516801895304,1.79386231347973,2.34655222336777
Age (Decades),1.0387547221892,1.03781965066874,1.0396906362055
Other Insurance,1.72113211920558,1.66690823721734,1.77711988315938
Gender Not Reported,1.02747119335601,0.947111831465461,1.11464878602872
Male,0.947246807598135,0.936142645944277,0.958482682518737
Pseudo/Aphakic,1.04157326546874,1.02845331278135,1.05486058905803
Asian,0.822374946369253,0.783004511875812,0.863724974962975
Other Race,1.03127932380384,0.97008851794398,1.09632989570827
Smoker,1.55427433866753,1.53591809935443,1.57284995915848
Unknown Insurance,0.613244077341432,0.587668484249456,0.639932731588697
Unknown Race,0.674710800338875,0.660455558659885,0.689273726483023
Black or African American,0.619322937240612,0.591795702784771,0.648130594371408
